SYMBOL,Security Name
MUKTA,Mukta Agriculture Ltd
MYSTICELE,Mystic Electronics Ltd
COMFINCAP,COMFORT FINCAP LTD.
SBISENSEX,SBI Mutual Fund - SBI Sensex ETF
BMAL,BOTHRA METALS & ALLOYS LTD.
REPCOHOME,REPCO HOME FINANCE LTD.
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.
GCMSECU,GCM Securities Ltd
NIBL,NRB INDUSTRIAL BEARINGS LTD.
PRIMECAPM,PRIME CAPITAL MARKET LTD.
KIFS,KIFS FINANCIAL SERVICES LTD.
SREEL,SREELEATHERS LTD.
SHARDAMOTR,Sharda Motor Industries Ltd
SVGLOBAL,S V GLOBAL MILL LTD.
SDC,SDC Techmedia Ltd
JUSTDIAL,JUST DIAL LTD.
OONE,OBJECTONE INFORMATION SYSTEMS LTD.
IFINSEC,INDIA FINSEC LTD.
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD.
AMPVOLTS,Ampvolts Ltd
KHOOBSURAT,Khoobsurat Ltd
ORIENTCEM,Orient Cement Ltd
ABFRL,Aditya Birla Fashion and Retail Ltd
SAMMAANCAP,Sammaan Capital Ltd
MMLF,Money Masters Leasing & Finance Ltd
ALSL,Alacrity Securities Ltd
GCMCOMM,GCM Commodity & Derivatives Ltd
ESSENTIA,Integra Essentia Ltd
JULIEN,Julien Agro Infratech Ltd
TIGERLOGS,Tiger Logistics (India) Ltd
JK AGRI,JK Agri Genetics Ltd
FLFL,Future Lifestyle Fashions Ltd
PVVINFRA,PVV Infra Ltd
VCU,VCU Data Management Ltd
INDRENEW,IND Renewable Energy Ltd
SRGSFL,S R G Securities Finance Ltd
ACFSL,Amrapali Capital and Finance Services Ltd
STELLAR,Stellar Capital Services Ltd
JPOLYINVST,Jindal Poly Investment and Finance Company Ltd
YURANUS,Yuranus Infrastructure Ltd
MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option
CPL,Captain Polyplast Ltd
NIFTYIETF,ICICI Prudential Nifty 50 ETF
NIF100IETF,ICICI Prudential Nifty 100 ETF
ARNOLD,Arnold Holdings Ltd
SUNLOC,Sunil Healthcare Ltd
SUYOG,Suyog Telematics Ltd
NATHBIOGEN,Nath Bio-Genes (India) Ltd
AGRITECH,Agri- Tech (India) Ltd
CHEMTECH,Chemtech Industrial Valves Ltd
NIF100BEES,NIPPON INDIA ETF NIFTY 100
DENISCHEM,Denis Chem Lab Ltd
POLYMAC,Polymac Thermoformers Ltd
UNISHIRE,Unishire Urban Infra Ltd
LAXMIPATI,Laxmipati Engineering Works Ltd
ETT,ETT Ltd
NIFTY1,Kotak Nifty 50 ETF
HANSUGAR,Shree Hanuman Sugar & Industries Ltd
KIRANVYPAR,Kiran Vyapar Ltd
BCP,B.C. Power Controls Ltd
KCSL,Karnimata Cold Storage Ltd
RACE,Race Eco Chain Ltd
MANGIND,Mangalam Industrial Finance Ltd
VIJIFIN,Viji Finance Ltd
PHOENIXTN,Phoenix Township Ltd
INFRONICS,Infronics Systems Ltd
CPSEETF,CPSE ETF
HARIAAPL,Haria Apparels Ltd
VASUPRADA,Shri Vasuprada Plantations Ltd
RNBDENIMS,R&B Denims Ltd
SHARPINV,Sharp Investments Ltd
WONDERLA,Wonderla Holidays Ltd
RESPONSINF,Response Informatics Ltd
GCMCAPI,GCM Capital Advisors Ltd
AFEL,A.F. Enterprises Ltd
INCREDIBLE,Incredible Industries Ltd
WESTLEIRES,West Leisure Resorts Ltd
NAM,Nam Securities Ltd
METSL,Maestros Electronics & Telecommunications Systems Ltd
SPS,SPS Finquest Ltd
JACKSON,Jackson Investments Ltd
MONEYBOXX,Moneyboxx Finance Ltd
WORTH,Worth Investment & Trading Co Ltd
QUASAR,Quasar India Ltd
TPROJECT,Thirani Projects Ltd
AMARSEC,Amarnath Securities Ltd
CTL,Capital Trade Links Ltd
TARINI,Tarini International Ltd
YAANENT,Yaan Enterprises Ltd
JTAPARIA,J. Taparia Projects Ltd
RLFL,Ramchandra Leasing & Finance Ltd
GOLDCOINHF,Gold Coin Health Foods Ltd
BRPL,Bansal Roofing Products Ltd
ARMAN,Arman Holdings Ltd
SKIPPER,Skipper Ltd
ADARSH,Adarsh Mercantile Ltd
JAMESWARREN,James Warren Tea Ltd
VISTARAMAR,Vistar Amar Ltd
GULFOILLUB,Gulf Oil Lubricants India Ltd
FRUTION,Fruition Venture Ltd
TRIVENIENT,Triveni Enterprises Ltd
BHANDERI,Bhanderi Infracon Ltd
ZINEMA,Zinema Media And Entertainment Ltd
QUANTBUILD,Quantum Build-Tech Ltd
TTIENT,TTI Enterprise Ltd
VISHAL,Vishal Fabrics Ltd
TOYAMSL,Toyam Sports Ltd
GAJANANSEC,Gajanan Securities Services Ltd
UNISON,Unison Metals Ltd
RTFL,Real Touch Finance Ltd
VRL,Vasundhara Rasayans Ltd
SNOWMAN,Snowman Logistics Ltd
QGO,QGO Finance Ltd
PURSHOTTAM,Purshottam Investofin Ltd
HCLTD,Hind Commerce Ltd
SHARDACROP,Sharda Cropchem Ltd
SIROHIA,Sirohia & Sons Ltd
MIIL,Meghna Infracon Infrastructure Ltd
CITYONLINE,City Online Services Ltd
SENSEXBEES,Nippon India ETF S&P BSE Sensex
SHEMAROO,Shemaroo Entertainment Ltd
ULTRACAB,Ultracab (India) Ltd
RCCL,Rajasthan Cylinders & Containers Ltd
ETIL,Econo Trade (India) Ltd
ATISHAY,Atishay Ltd
SANGAMFIN,Sangam Finserv Ltd
DHABRIYA,Dhabriya Polywood Ltd
ARYACAPM,Aryaman Capital Markets Ltd
PDSL,PDS Ltd
HANMAN,Hanman Fit Ltd
VGCL,Vibrant Global Capital Ltd
STARLIT,Starlit Power Systems Ltd
CEINSYSTECH,Ceinsys Tech Ltd
PANABYTE,Panabyte Technologies Ltd
JSHL,JLA Infraville Shoppers Ltd
CRANEINFRA,Crane Infrastructure Ltd
NIYOGIN,Niyogin Fintech Ltd
ASIACAP,Asia Capital Ltd
KALYANCAP,Kalyan Capitals Ltd
GBFL,Goenka Business & Finance Ltd
GILADAFINS,Gilada Finance & Investments Ltd
SAPPL,Shree Ajit Pulp And Paper Ltd
AANCHALISP,Aanchal Ispat Ltd
CAPPIPES,Captain Pipes Ltd
KAIZENAGRO,Kaizen Agro Infrabuild Ltd
JMJFIN,JMJ Fintech Ltd
INTELLECT,Intellect Design Arena Ltd
MONTECARLO,Monte Carlo Fashions Ltd
JSTL,Jeevan Scientific Technology Ltd
ICL,Indo Cotspin Ltd
SCC,Scintilla Commercial & Credit Ltd
PANAFIC,Panafic Industrials Ltd
MYMONEY,My Money Securities Ltd
AMARNATH,Sri Amarnath Finance Ltd
CSL,Continental Securities Ltd
NEXUSSURGL,Nexus Surgical And Medicare Ltd
SELLWIN,Sellwin Traders Ltd
GALADAFIN,Galada Finance Ltd
EMERALD,Emerald Finance Ltd
MKEXIM,M.K. Exim (India) Ltd
MCLOUD,Magellanic Cloud Ltd
OCTAL,Octal Credit Capital Ltd
MIHIKA,Mihika Industries Ltd
KANCHI,Kanchi Karpooram Ltd
DTIL,Dhunseri Tea & Industries Ltd
VANICOM,Vani Commercials Ltd
SKILVEN,Skyline Ventures India Ltd
VINCOFE,Vintage Coffee And Beverages Ltd
RAFL,Raghuvansh Agrofarms Ltd
COSYN,COSYN Ltd
SOFCOM,Sofcom Systems Ltd
NAPL,Naturite Agro Products Ltd
KARNAVATI,Karnavati Finance Ltd
ABHIFIN,Abhishek Finlease Ltd
MERCANTILE,Mercantile Ventures Ltd
SONAL,Sonal Mercantile Ltd
ALFL,Abhinav Leasing & Finance Ltd
GENUSPAPER,Genus Paper & Boards Ltd
MINDACORP,Minda Corporation Ltd
MERCURYLAB,Mercury Laboratories Ltd
CONCORD,Concord Drugs Ltd
WARDINMOBI,Wardwizard Innovations & Mobility Ltd
SHREESEC,Shree Securities Ltd
GREENLAM,Greenlam Industries Ltd
TALBROSENG,Talbros Engineering Ltd
SAPL,SAR Auto Products Ltd
PUROHITCON,Purohit Construction Ltd
JAYATMA,Jayatma Enterprises Ltd
PTCIL,PTC Industries Ltd
CHENFERRO,Chennai Ferrous Industries Ltd
MEGRISOFT,Megri Soft Ltd
GITARENEW,Gita Renewable Energy Ltd
NEIL,Neil Industries Ltd
STARHFL,Star Housing Finance Ltd
BEEKAY,Beekay Steel Industries Ltd
SSPNFIN,SSPN Finance Ltd
SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100
FRASER,Fraser and Company Ltd
TTIL,Tirupati Tyres Ltd
GANVERSE,Ganesha Ecoverse Ltd
AGIIL,AGI Infra Ltd
MANAKSTEEL,Manaksia Steels Ltd
MANAKALUCO,Manaksia Aluminium Company Ltd
MANAKCOAT,Manaksia Coated Metals & Industries Ltd
IMAGICAA,Imagicaaworld Entertainment Ltd
INOXWIND,Inox Wind Ltd
RAJPUTANA,Rajputana Investment and Finance Ltd
CITL,Consecutive Investment & Trading Company Ltd
AANANDALAK,Aananda Lakshmi Spinning Mills Ltd
URSUGAR,UR Sugar Industries Ltd
FILTRA,Filtra Consultants and Engineers Ltd
ATHCON,Athena Constructions Ltd
NORTHLINK,Northlink Fiscal and Capital Services Ltd
SHESHAINDS,Sheshadri Industries Ltd
SAB,SAB Industries Ltd
PML,Paul Merchants Ltd
ALAN SCOTT,Alan Scott Industries Ltd
OPCHAINS,O. P. Chains Ltd
SUJALA,Sujala Trading & Holdings Ltd
VRLLOG,VRL Logistics Ltd
JAINMARMO,Jain Marmo Industries Ltd
PALCO,Palco Metals Ltd
VBIND,V B Industries Ltd
SARVOTTAM,Sarvottam Finvest Ltd
MEP,MEP Infrastructure Developers Ltd
WARDWIZFBL,Wardwizard Foods and Beverages Ltd
UFO,UFO Moviez India Ltd
PANTH,Panth Infinity Ltd
SHIVALIK,Shivalik Rasayan Ltd
ICSL,Integrated Capital Services Ltd
PNCINFRA,PNC Infratech Ltd
ARFIN,Arfin India Ltd
VLL,Virat Leasing Ltd
HELPAGE,Helpage Finlease Ltd
INDRAIND,Indra Industries Ltd
HAWAENG,Hawa Engineers Ltd
AIIL,Authum Investment & Infrastructure Ltd
ADHBHUTIN,Adhbhut Infrastructure Ltd
DFL,Decillion Finance Ltd
POEL,POCL Enterprises Ltd
AEL,Amba Enterprises Ltd
CAPFIN,Capfin India Ltd
SGFIN,SG Finserve Ltd
SATIA,Satia Industries Ltd
GVBL,Genomic Valley Biotech Ltd
GARMNTMNTR,Garment Mantra Lifestyle Ltd
SRESTHA,Srestha Finvest Ltd
SAUMYA,Saumya Consultants Ltd
MUL,Mauria Udyog Ltd
MISHKA,Mishka Exim Ltd
SPORTKING,Sportking India Ltd
GROWINGTON,Growington Ventures India Ltd
RUDRA,Rudra Global Infra Products Ltd
LOYAL,Loyal Equipments Ltd
GGPL,Gala Global Products Ltd
CHEMIESYNT,Chemiesynth (Vapi) Ltd
BALKRISHNA,Balkrishna Paper Mills Ltd
SHYAMCENT,Shyam Century Ferrous Ltd
SURYAINDIA,Surya India Ltd
ADANIENSOL,Adani Energy Solutions Ltd
STARDELTA,Star Delta Transformers Ltd
AMRAFIN,Amrapali Fincap Ltd
SAMSRITA,Samsrita Labs Ltd
SYNGENE,Syngene International Ltd
PECOS,Pecos Hotels and Pubs Ltd
MSL,Mangalam Seeds Ltd
KAYA,Kaya Ltd
ALSTONE,Alstone Textiles (India) Ltd
SYMBIOX,Symbiox Investment & Trading Company Ltd
ORTINGLOBE,Ortin Global Ltd
AVI,AVI Polymers Ltd
AURUM,Aurum PropTech Ltd
OSWALGREEN,Oswal Greentech Ltd
VASUDHAGAM,Vasudhagama Enterprises Ltd
AKSPINTEX,A.K. Spintex Ltd
ARVSMART,Arvind SmartSpaces Ltd
POWERMECH,Power Mech Projects Ltd
RAMASTEEL,Rama Steel Tubes Ltd
THINKINK,Thinkink Picturez Ltd
UTISENSETF,UTI BSE SENSEX ETF
UTINIFTETF,UTI NIFTY 50 ETF
UNIAUTO,Universal Autofoundry Ltd
VETO,Veto Switchgears and Cables Ltd
NAVKARCORP,Navkar Corporation Ltd
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd
GUJGASLTD,Gujarat Gas Ltd
WAAREE,Waaree Technologies Ltd
SADBHIN,Sadbhav Infrastructure Project Ltd
SALAUTO,Sal Automotive Ltd
POLYSPIN,Polyspin Exports Ltd
PRITIKAUTO,Pritika Auto Industries Ltd
SML,Soni Medicare Ltd
MINFY,Mahaveer Infoway Ltd
KRISHNACAP,Krishna Capital and Securities Ltd
ACME,Acme Resources Ltd
KCL,Kabra Commercial Ltd
VISHALBL,Vishal Bearings Ltd
BELLACASA,Bella Casa Fashion & Retail Ltd
MALLCOM,Mallcom (India) Ltd
PJL,Patdiam Jewellery Ltd
NAKSH,Naksh Precious Metals Ltd
SATIN,Satin Creditcare Network Ltd
DITCO,Decorous Investment & Trading Co Ltd
SWAGTAM,Swagtam Trading & Services Ltd
GENCON,Generic Engineering Construction and Projects Ltd
KUBERJI,Kuber Udyog Ltd
NEERAJ,Neeraj Paper Marketing Ltd
TEJNAKSH,Tejnaksh Healthcare Ltd
BRIPORT,Brilliant Portfolios Ltd
RFSL,Richfield Financial Services Ltd
COFFEEDAY,Coffee Day Enterprises Ltd
IDFCFIRSTB,IDFC First Bank Ltd
INDIGO,InterGlobe Aviation Ltd
IGCIL,IGC Industries Ltd
SHK,S H Kelkar and Company Ltd
ARYAVAN,Aryavan Enterprise Ltd
TFSL,Typhoon Financial Services Ltd
PANORAMA,Panorama Studios International Ltd
SHREEGANES,Shree Ganesh Biotech (India) Ltd
GTV,GTV Engineering Ltd
LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50
LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX
TFLL,Tirupati Finlease Ltd
GARBIFIN,Garbi Finvest Ltd
SMARTFIN,Smart Finsec Ltd
RAJKOTINV,Rajkot Investment Trust Ltd
ADCON,Adcon Capital Services Ltd
QUINT,Quint Digital Ltd
HDFCNIFTY,HDFC NIFTY 50 ETF
HDFCSENSEX,HDFC S&P BSE Sensex ETF
UDAYJEW,Uday Jewellery Industries Ltd
MAYUKH,Mayukh Dealtrade Ltd
NAVIGANT,Navigant Corporate Advisors Ltd
GROVY,Grovy India Ltd
ALKEM,Alkem Laboratories Ltd
LALPATHLAB,Dr. Lal PathLabs Ltd
SCTL,Suncare Traders Ltd
CREATIVE,Creative Castings Ltd
AAYUSH,Aayush Wellness Ltd
ELITECON,Elitecon International Ltd
LUXIND,Lux Industries Ltd
VALLEY,Valley Magnesite Company Ltd
APOORVA,Apoorva Leasing Finance and Investment Company Ltd
BNL,Beekay Niryat Ltd
NH,Narayana Hrudayalaya Ltd
FMEC,F Mec International Financial Services Ltd
DDIL,Deep Diamond India Ltd
ABHIJIT,Abhijit Trading Company Ltd
REMLIFE,Remedium Lifecare Ltd
AARNAV,Aarnav Fashions Ltd
SCL,Sunshine Capital Ltd
SIPTL,Sharanam Infraproject and Trading Ltd
SHIVA,Shivansh Finserve Ltd
MISHTANN,Mishtann Foods Ltd
DELTA,Delta Industrial Resources Ltd
CGFL,Credent Global Finance Ltd
BLUECLOUDS,Blue Cloud Softech Solutions Ltd
KEIL,Kanoria Energy & Infrastructure Ltd
BCLENTERPR,BCL Enterprises Ltd
PRECAM,Precision Camshafts Ltd
TEAMLEASE,TeamLease Services Ltd
VIDLI,Vidli Restaurants Ltd
BESTAGRO,Best Agrolife Ltd
ACEMEN,Ace Men Engg Works Ltd
BFLAFL,BFL Asset Finvest Ltd
RGF,RGF Capital Markets Ltd
RCL,Radhagobind Commercial Ltd
QUICKHEAL,Quick Heal Technologies Ltd
KAPILRAJ,Kapil Raj Finance Ltd
GANGAPHARM,Ganga Pharmaceuticals Ltd
DAL,Dynamic Archistructures Ltd
LUCENT,Lucent Industries Ltd
SHIVKAMAL,Shivkamal Impex Ltd
KPEL,K.P. Energy Ltd
RGCORP,Real Growth Corporation Ltd
IFINSER,Interactive Financial Services Ltd
HILIKS,Hiliks Technologies Ltd
GOKULAGRO,Gokul Agro Resources Ltd
FREDUN,Fredun Pharmaceuticals Ltd
SIMBHALS,Simbhaoli Sugars Ltd
RELICAB,Relicab Cable Manufacturing Ltd
VKAL,Vantage Knowledge Academy Ltd
MEAPL,Modern Engineering And Projects Ltd
MNIL,Mega Nirman and Industries Ltd
DARJEELING,Darjeeling Ropeway Company Ltd
ADVIKCA,Advik Capital Ltd
LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100
PDMJEPAPER,Pudumjee Paper Products Ltd
HCG,HealthCare Global Enterprises Ltd
KDML,Khemani Distributors & Marketing Ltd
UMIYA,Umiya Tubes Ltd
BHARATWIRE,Bharat Wire Ropes Ltd
CHDCHEM,CHD Chemicals Ltd
INFIBEAM,Infibeam Avenues Ltd
LELAVOIR,LE Lavoir Ltd
MUDRA,Mudra Financial Services Ltd
BALGOPAL,Balgopal Commercial Ltd
SUPERIOR,Superior Finlease Ltd
RPEL,Raghav Productivity Enhancers Ltd
FRANKLIN,Franklin Leasing and Finance Ltd
LANCER,Lancer Container Lines Ltd
NINSYS,NINtec Systems Ltd
HALDER,Halder Venture Ltd
THYROCARE,Thyrocare Technologies Ltd
BAJAJHCARE,Bajaj Healthcare Ltd
RSDFIN,RSD Finance Ltd
CROMPTON,Crompton Greaves Consumer Electricals Ltd
PILANIINVS,Pilani Investment and Industries Corporation Ltd
DARSHANORNA,Darshan Orna Ltd
PARAGMILK,Parag Milk Foods Ltd
MADHAVIPL,Madhav Infra Projects Ltd
SNIM,Svarnim Trade Udyog Ltd
NAGAFERT,Nagarjuna Fertilizers and Chemicals Ltd
SEIL,Shanti Educational Initiatives Ltd
LIKHAMI,Likhami Consulting Ltd
MIL,Medico Intercontinental Ltd
YASHCHEM,Yash Chemex Ltd
NV20IETF,ICICI Prudential Nifty50 Value 20 ETF
BAZELINTER,Bazel International Ltd
JLL,Jindal Leasefin Ltd
TAALENT,TAAL Enterprises Ltd
MGL,Mahanagar Gas Ltd
ZEAL,Zeal Aqua Ltd
QUESS,Quess Corp Ltd
DIGJAMLMTD,Digjam Ltd
MIDSELIETF,ICICI Prudential BSE Midcap Select ETF
HUIL,Hindusthan Urban Infrastructure Ltd
TITAANIUM,Titaanium Ten Enterprise Ltd
COMSYN,Commercial Syn Bags Ltd
CFEL,Confidence Futuristic Energetech Ltd
LLOYDSENGG,Lloyds Engineering Works Ltd
KPL,Kwality Pharmaceuticals Ltd
LTIM,LTIMindtree Ltd
EASTWEST,East West Freight Carriers Ltd
BSLSENETFG,Aditya Birla Sun Life BSE Sensex ETF
COLORCHIPS,Colorchips New Media Ltd
ADVENZYMES,Advanced Enzyme Technologies Ltd
LAHL,Ladam Affordable Housing Ltd
DBL,Dilip Buildcon Ltd
SPAL,S.P. Apparels Ltd
BIGBLOC,Bigbloc Construction Ltd
GOLDENCREST,Golden Crest Education & Services Ltd
ECS,ECS Biztech Ltd
RBLBANK,RBL Bank Ltd
AMS,AMS Polymers Ltd
SHIVAEXPO,Shiva Granito Export Ltd
BLS,BLS International Services Ltd
MITSU,Mitsu Chem Plast Ltd
SPRAYKING,Sprayking Ltd
DHATRE,Dhatre Udyog Ltd
SABEVENTS,SAB Events & Governance Now Media Ltd
RSTL,Riddhi Steel and Tube Ltd
TVVISION,TV Vision Ltd
VISCO,Visco Trade Associates Ltd
LTTS,L&T Technology Services Ltd
GNA,G N A Axles Ltd
RADHIKAJWE,Radhika Jeweltech Ltd
SIIL,Sabrimala Industries India Ltd
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd
IISL,Ishaan Infrastructures and Shelters Ltd
ARCFIN,ARC Finance Ltd
HPL,HPL Electric & Power Ltd
SAGARSOFT,Sagarsoft (India) Ltd
DRA,DRA Consultants Ltd
VALIANTORG,Valiant Organics Ltd
ACML,Aditya Consumer Marketing Ltd
SHASHIJIT,Shashijit Infraprojects Ltd
BINDALEXPO,Bindal Exports Ltd
DIKSAT,Diksat Transworld Ltd
ENDURANCE,Endurance Technologies Ltd
IDFSENSEXE,Bandhan S&P BSE SENSEX ETF
PURPLE,Purple Entertainment Ltd
SUPRAPFSL,Supra Pacific Financial Services Ltd
PNBHOUSING,PNB Housing Finance Ltd
SOUTHERNIN,Southern Infosys Ltd
REGENCY,Regency Fincorp Ltd
VBL,Varun Beverages Ltd
SALEM,Salem Erode Investments Ltd
FRANKLININD,Franklin Industries Ltd
LKPSEC,LKP Securities Ltd
OSIAJEE,Osiajee Texfab Ltd
CMBL,Corporate Merchant Bankers Ltd
SFL,Sheela Foam Ltd
EIKO,Eiko Lifesciences Ltd
AVL,Aditya Vision Ltd
HEADSUP,Heads UP Ventures Ltd
TCIEXP,TCI Express Ltd
SHASHANK,Shashank Traders Ltd
LAURUSLABS,Laurus Labs Ltd
NEWLIGHT,New Light Apparels Ltd
VSL,Veeram Securities Ltd
MTPL,Marg Techno Projects Ltd
SHANGAR,Shangar Decor Ltd
GLCL,Globe Commercials Ltd
FLORACORP,Flora Corporation Ltd
TRU,TruCap Finance Ltd
SKL,Super Fine Knitters Ltd
RAIDEEPIND,Raideep Industries Ltd
PRICOLLTD,Pricol Ltd
CFL,Classic Filaments Ltd
JITFINFRA,JITF Infralogistics Ltd
SUERYAAKNI,Sueryaa Knitwear Ltd
TANVI,Tanvi Foods (India) Ltd
RMC,RMC Switchgears Ltd
PARMAX,Parmax Pharma Ltd
LLFICL,Leading Leasing Finance And Investment Company Ltd
DANUBE,Danube Industries Ltd
RADIOCITY,Music Broadcast Ltd
DMART,Avenue Supermarts Ltd
IFL,IFL Enterprises Ltd
ONTIC,Ontic Finserve Ltd
SMLT,Sarthak Metals Ltd
CHEMCRUX,Chemcrux Enterprises Ltd
MANOMAY,Manomay Tex India Ltd
MAXIMUS,Maximus International Ltd
MANAS,Manas Properties Ltd
CLEDUCATE,CL Educate Ltd
PRIMEFRESH,Prime Fresh Ltd
OCEANIC,Oceanic Foods Ltd
OCTAWARE,Octaware Technologies Ltd
SHANKARA,Shankara Building Products Ltd
ESCORP,Escorp Asset Management Ltd
PARMSILK,Parmeshwari Silk Mills Ltd
KMSMEDI,KMS Medisurgi Ltd
CLFL,Classic Leasing & Finance Ltd
STARLENT,Starlineps Enterprises Ltd
SCHAND,S Chand and Company Ltd
KANUNGO,Kanungo Financiers Ltd
MEERA,Meera Industries Ltd
HUDCO,Housing & Urban Development Corporation Ltd
PSPPROJECT,PSP Projects Ltd
BGJL,Bhakti Gems and Jewellery Ltd
YUG,Yug Decor Ltd
VARIMAN,Variman Global Enterprises Ltd
STARCEMENT,Star Cement Ltd
RIDDHICORP,Riddhi Corporate Services Ltd
TEJASNET,Tejas Networks Ltd
ERIS,Eris Lifesciences Ltd
CONTAINER,Containerway International Ltd
GTPL,GTPL Hathway Ltd
AUBANK,AU Small Finance Bank Ltd
LOWVOLIETF,ICICI Prudential Nifty 100 Low Volatility 30 ETF
GEL,Gautam Exim Ltd
GGENG,G G Engineering Ltd
7NR,7NR Retail Ltd
SALASAR,Salasar Techno Engineering Ltd
GANGESSECU,Ganges Securities Ltd
PALASHSECU,Palash Securities Ltd
AVADHSUGAR,Avadh Sugar & Energy Ltd
MAGADSUGAR,Magadh Sugar & Energy Ltd
JIGAR,Jigar Cables Ltd
CTCL,Captain Technocast Ltd
GSTL,Globalspace Technologies Ltd
UTINEXT50,UTI Nifty Next 50 ETF
SIS,SIS Ltd
COCHINSHIP,Cochin Shipyard Ltd
SMSLIFE,SMS Lifesciences India Ltd
KIOCL,KIOCL Ltd
CHOTHANI,Chothani Foods Ltd
SMRUTHIORG,Smruthi Organics Ltd
ABCAPITAL,Aditya Birla Capital Ltd
APEX,Apex Frozen Foods Ltd
SHISHIND,Shish Industries Ltd
ANG,ANG Lifesciences India Ltd
KCDGROUP,KCD Industries India Ltd
DIXON,Dixon Technologies (India) Ltd
BRNL,Bharat Road Network Ltd
DCAL,Dishman Carbogen Amcis Ltd
LASA,Lasa Supergenerics Ltd
PROCLB,Pro Clb Global Ltd
MATRIMONY,Matrimony.com Ltd
CAPACITE,Capacite Infraprojects Ltd
SAGAR,Sagar Diamonds Ltd
ICICIGI,ICICI Lombard General Insurance Company Ltd
PQIF,Polo Queen Industrial and Fintech Ltd
AAYUSHBULL,Aayush Art And Bullion Ltd
SBILIFE,SBI Life Insurance Company Ltd
DIAMONDYD,Prataap Snacks Ltd
SHAREINDIA,Share India Securities Ltd
TTFL,Trident Texofab Ltd
POOJA,Poojawestern Metaliks Ltd
SAYAJIIND,Sayaji Industries Ltd
VANTABIO,Vanta Bioscience Ltd
MEHAI,Mehai Technology Ltd
IRIS,IRIS Business Services Ltd
SGRL,Shree Ganesh Remedies Ltd
STL,Shreeji Translogistics Ltd
GODREJAGRO,Godrej Agrovet Ltd
MASFIN,MAS Financial Services Ltd
IEX,Indian Energy Exchange Ltd
GICRE,General Insurance Corporation of India
KAARYAFSL,Kaarya Facilities and Services Ltd
SCPL,Sheetal Cool Products Ltd
TIINDIA,Tube Investments of India Ltd
NAM-INDIA,Nippon Life India Asset Management Ltd
MAHLOG,Mahindra Logistics Ltd
NIACL,The New India Assurance Company Ltd
IFGLEXPOR,IFGL Refractories Ltd
KHADIM,Khadim India Ltd
5PAISA,5paisa Capital Ltd
HDFCLIFE,HDFC Life Insurance Company Ltd
SBRANDS,Sanghvi Brands Ltd
SHARIKA,Sharika Enterprises Ltd
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC
ASPIRA,Aspira Pathlab & Diagnostics Ltd
DNAMEDIA,Diligent Media Corporation Ltd
DYCL,Dynamic Cables Ltd
RATNABHUMI,Ratnabhumi Developers Ltd
SHALBY,Shalby Ltd
FSC,Future Supply Chain Solutions Ltd
MRCAGRO,MRC Agrotech Ltd
DML,Diggi Multitrade Ltd
SADHNA,Sadhna Broadcast Ltd
ASTRON,Astron Paper & Board Mill Ltd
CHANDRIMA,Chandrima Mercantiles Ltd
RITHWIKFMS,Rithwik Facility Management Services Ltd
JFL,Jhandewalas Foods Ltd
7SEASL,7Seas Entertainment Ltd
APOLLO,Apollo Micro Systems Ltd
NEWGEN,Newgen Software Technologies Ltd
PRAXIS,Praxis Home Retail Ltd
AMBER,Amber Enterprises India Ltd
CRPRISK,CRP Risk Management Ltd
TIRUFOAM,Tirupati Foam Ltd
SRUSTEELS,SRU Steels Ltd
ASHOKAMET,Ashoka Metcast Ltd
GALAXYSURF,Galaxy Surfactants Ltd
GGL,Gautam Gems Ltd
MEDICO,Medico Remedies Ltd
GUJHYSPIN,Gujarat Hy-Spin Ltd
LAL,Lorenzini Apparels Ltd
KENVI,Kenvi Jewels Ltd
IWP,The Indian Wood Products Company Ltd
TDSL,Tasty Dairy Specialities Ltd
BHATIA,Bhatia Communications & Retail (India) Ltd
SHIVAMILLS,Shiva Mills Ltd
ASTERDM,Aster DM Healthcare Ltd
YSL,The Yamuna Syndicate Ltd
KANCOTEA,Kanco Tea & Industries Ltd
ANGEL,Angel Fibers Ltd
HGINFRA,H.G. Infra Engineering Ltd
INFLAME,Inflame Appliances Ltd
BPLPHARMA,Bharat Parenterals Ltd
SHREESHAY,Shreeshay Engineers Ltd
ACFL,Apex Capital And Finance Ltd
BDL,Bharat Dynamics Ltd
ACTIVE,Active Clothing Co Ltd
GOYALALUM,Goyal Aluminiums Ltd
BANDHANBNK,Bandhan Bank Ltd
HAL,Hindustan Aeronautics Ltd
KBCGLOBAL,KBC Global Ltd
SANDHAR,Sandhar Technologies Ltd
YASHO,Yasho Industries Ltd
BENARA,Benara Bearings and Pistons Ltd
ISEC,ICICI Securities Ltd
MIDHANI,Mishra Dhatu Nigam Ltd
LEX,Lex Nimble Solutions Ltd
